"location","variable","Unit","Date","Value"
"Rwanda","Kidnapping at the National Level Count","Number","2008","8"
"Rwanda","Kidnapping at the National Level Count","Number","2009","8"
"Rwanda","Kidnapping at the National Level Count","Number","2010","12"
"Rwanda","Kidnapping at the National Level Count","Number","2011","12"
"Rwanda","Kidnapping at the National Level Count","Number","2012","10"
"Rwanda","Kidnapping at the National Level Count","Number","2013","21"
"Algeria","Kidnapping at the National Level Count","Number","2003","220"
"Algeria","Kidnapping at the National Level Count","Number","2004","149"
"Algeria","Kidnapping at the National Level Count","Number","2005","101"
"Algeria","Kidnapping at the National Level Count","Number","2006","302"
"Algeria","Kidnapping at the National Level Count","Number","2007","241"
"Algeria","Kidnapping at the National Level Count","Number","2008","205"
"Algeria","Kidnapping at the National Level Count","Number","2009","207"
"Algeria","Kidnapping at the National Level Count","Number","2010","177"
"Algeria","Kidnapping at the National Level Count","Number","2011","168"
"Algeria","Kidnapping at the National Level Count","Number","2012","106"
"Algeria","Kidnapping at the National Level Count","Number","2013","223"
"Algeria","Kidnapping at the National Level Count","Number","2014","336"
"Algeria","Kidnapping at the National Level Count","Number","2015","517"
"South Africa","Kidnapping at the National Level Count","Number","2014","4692"
"South Africa","Kidnapping at the National Level Count","Number","2015","5013"
"South Africa","Kidnapping at the National Level Count","Number","2016","4991"
"South Africa","Kidnapping at the National Level Count","Number","2017","5455"
"Egypt","Kidnapping at the National Level Count","Number","2003","16"
"Egypt","Kidnapping at the National Level Count","Number","2004","21"
"Egypt","Kidnapping at the National Level Count","Number","2005","18"
"Egypt","Kidnapping at the National Level Count","Number","2006","29"
"Egypt","Kidnapping at the National Level Count","Number","2007","36"
"Egypt","Kidnapping at the National Level Count","Number","2008","47"
"Egypt","Kidnapping at the National Level Count","Number","2009","70"
"Egypt","Kidnapping at the National Level Count","Number","2010","93"
"Egypt","Kidnapping at the National Level Count","Number","2011","273"
"Guinea","Kidnapping at the National Level Count","Number","2003","14"
"Guinea","Kidnapping at the National Level Count","Number","2004","4"
"Guinea","Kidnapping at the National Level Count","Number","2005","16"
"Guinea","Kidnapping at the National Level Count","Number","2006","0"
"Guinea","Kidnapping at the National Level Count","Number","2007","18"
"Guinea","Kidnapping at the National Level Count","Number","2008","25"
"Lesotho","Kidnapping at the National Level Count","Number","2007","64"
"Lesotho","Kidnapping at the National Level Count","Number","2008","40"
"Lesotho","Kidnapping at the National Level Count","Number","2009","62"
"Kenya","Kidnapping at the National Level Count","Number","2004","235"
"Kenya","Kidnapping at the National Level Count","Number","2005","152"
"Kenya","Kidnapping at the National Level Count","Number","2006","220"
"Kenya","Kidnapping at the National Level Count","Number","2007","173"
"Kenya","Kidnapping at the National Level Count","Number","2008","73"
"Kenya","Kidnapping at the National Level Count","Number","2009","95"
"Kenya","Kidnapping at the National Level Count","Number","2010","79"
"Kenya","Kidnapping at the National Level Count","Number","2011","55"
"Kenya","Kidnapping at the National Level Count","Number","2012","75"
"Kenya","Kidnapping at the National Level Count","Number","2013","59"
"Kenya","Kidnapping at the National Level Count","Number","2014","33"
"Kenya","Kidnapping at the National Level Count","Number","2015","110"
"Kenya","Kidnapping at the National Level Count","Number","2017","38"
"Kenya","Kidnapping at the National Level Count","Number","2018","11"
"Cabo Verde","Kidnapping at the National Level Count","Number","2010","6"
"Cabo Verde","Kidnapping at the National Level Count","Number","2011","7"
"Cabo Verde","Kidnapping at the National Level Count","Number","2012","22"
"Cabo Verde","Kidnapping at the National Level Count","Number","2013","28"
"Cabo Verde","Kidnapping at the National Level Count","Number","2014","3"
"Cabo Verde","Kidnapping at the National Level Count","Number","2015","5"
"Cabo Verde","Kidnapping at the National Level Count","Number","2016","23"
"Cabo Verde","Kidnapping at the National Level Count","Number","2017","6"
"Cabo Verde","Kidnapping at the National Level Count","Number","2018","14"
"Cameroon","Kidnapping at the National Level Count","Number","2010","460"
"Cameroon","Kidnapping at the National Level Count","Number","2011","378"
"Cameroon","Kidnapping at the National Level Count","Number","2012","532"
"Cameroon","Kidnapping at the National Level Count","Number","2013","880"
"Cameroon","Kidnapping at the National Level Count","Number","2014","429"
"Cameroon","Kidnapping at the National Level Count","Number","2015","985"
"Cameroon","Kidnapping at the National Level Count","Number","2016","572"
"Cameroon","Kidnapping at the National Level Count","Number","2017","859"
"Burundi","Kidnapping at the National Level Count","Number","2008","24"
"Burundi","Kidnapping at the National Level Count","Number","2009","31"
"Burundi","Kidnapping at the National Level Count","Number","2010","24"
"Burundi","Kidnapping at the National Level Count","Number","2011","49"
"Burundi","Kidnapping at the National Level Count","Number","2012","49"
"Burundi","Kidnapping at the National Level Count","Number","2013","58"
"Burundi","Kidnapping at the National Level Count","Number","2014","79"
"Benin","Kidnapping at the National Level Count","Number","2017","530"
"Eswatini","Kidnapping at the National Level Count","Number","2003","122"
"Eswatini","Kidnapping at the National Level Count","Number","2004","96"
"Zimbabwe","Kidnapping at the National Level Count","Number","2003","139"
"Zimbabwe","Kidnapping at the National Level Count","Number","2004","198"
"Zimbabwe","Kidnapping at the National Level Count","Number","2005","43"
"Zimbabwe","Kidnapping at the National Level Count","Number","2006","90"
"Zimbabwe","Kidnapping at the National Level Count","Number","2007","256"
"Zimbabwe","Kidnapping at the National Level Count","Number","2008","222"
"Sudan","Kidnapping at the National Level Count","Number","2008","616"
"Guinea-Bissau","Kidnapping at the National Level Count","Number","2013","24"
"Guinea-Bissau","Kidnapping at the National Level Count","Number","2014","61"
"Guinea-Bissau","Kidnapping at the National Level Count","Number","2015","7"
"Guinea-Bissau","Kidnapping at the National Level Count","Number","2016","13"
"United Republic of Tanzania","Kidnapping at the National Level Count","Number","2010","0"
"United Republic of Tanzania","Kidnapping at the National Level Count","Number","2011","0"
"United Republic of Tanzania","Kidnapping at the National Level Count","Number","2012","0"
"United Republic of Tanzania","Kidnapping at the National Level Count","Number","2013","0"
"United Republic of Tanzania","Kidnapping at the National Level Count","Number","2014","0"
"United Republic of Tanzania","Kidnapping at the National Level Count","Number","2015","0"
"Senegal","Kidnapping at the National Level Count","Number","2015","2"
"Uganda","Kidnapping at the National Level Count","Number","2007","54"
"Uganda","Kidnapping at the National Level Count","Number","2008","65"
"Uganda","Kidnapping at the National Level Count","Number","2009","202"
"Uganda","Kidnapping at the National Level Count","Number","2010","150"
"Uganda","Kidnapping at the National Level Count","Number","2011","167"
"Uganda","Kidnapping at the National Level Count","Number","2012","132"
"Uganda","Kidnapping at the National Level Count","Number","2013","333"
"Uganda","Kidnapping at the National Level Count","Number","2014","223"
"Uganda","Kidnapping at the National Level Count","Number","2016","938"
"Madagascar","Kidnapping at the National Level Count","Number","2010","0"
"Madagascar","Kidnapping at the National Level Count","Number","2011","1"
"Madagascar","Kidnapping at the National Level Count","Number","2012","1"
"Madagascar","Kidnapping at the National Level Count","Number","2013","6"
"Madagascar","Kidnapping at the National Level Count","Number","2014","14"
"Madagascar","Kidnapping at the National Level Count","Number","2015","11"
"Mauritius","Kidnapping at the National Level Count","Number","2009","34"
"Mauritius","Kidnapping at the National Level Count","Number","2010","35"
"Mauritius","Kidnapping at the National Level Count","Number","2011","50"
"Botswana","Kidnapping at the National Level Count","Number","2009","3"
"Botswana","Kidnapping at the National Level Count","Number","2010","3"
"Botswana","Kidnapping at the National Level Count","Number","2011","5"
"Botswana","Kidnapping at the National Level Count","Number","2014","2"
"Nigeria","Kidnapping at the National Level Count","Number","2007","277"
"Nigeria","Kidnapping at the National Level Count","Number","2008","309"
"Nigeria","Kidnapping at the National Level Count","Number","2009","703"
"Nigeria","Kidnapping at the National Level Count","Number","2010","738"
"Nigeria","Kidnapping at the National Level Count","Number","2012","600"
"Nigeria","Kidnapping at the National Level Count","Number","2013","574"
"Morocco","Kidnapping at the National Level Count","Number","2003","392"
"Morocco","Kidnapping at the National Level Count","Number","2004","342"
"Morocco","Kidnapping at the National Level Count","Number","2005","295"
"Morocco","Kidnapping at the National Level Count","Number","2006","264"
"Morocco","Kidnapping at the National Level Count","Number","2007","233"
"Morocco","Kidnapping at the National Level Count","Number","2008","217"
"Morocco","Kidnapping at the National Level Count","Number","2009","307"
"Morocco","Kidnapping at the National Level Count","Number","2012","556"
"Morocco","Kidnapping at the National Level Count","Number","2013","974"
"Morocco","Kidnapping at the National Level Count","Number","2015","662"
"Morocco","Kidnapping at the National Level Count","Number","2016","520"
"Morocco","Kidnapping at the National Level Count","Number","2017","764"
"Morocco","Kidnapping at the National Level Count","Number","2018","826"
"Sao Tome and Principe","Kidnapping at the National Level Count","Number","2007","0"
"Sao Tome and Principe","Kidnapping at the National Level Count","Number","2008","0"
"Sao Tome and Principe","Kidnapping at the National Level Count","Number","2009","0"
"Sao Tome and Principe","Kidnapping at the National Level Count","Number","2010","0"
"Sao Tome and Principe","Kidnapping at the National Level Count","Number","2011","0"
"Kazakhstan","Kidnapping at the National Level Count","Number","2005","92"
"Kazakhstan","Kidnapping at the National Level Count","Number","2006","84"
"Kazakhstan","Kidnapping at the National Level Count","Number","2007","84"
"Kazakhstan","Kidnapping at the National Level Count","Number","2008","89"
"Kazakhstan","Kidnapping at the National Level Count","Number","2009","120"
"Kazakhstan","Kidnapping at the National Level Count","Number","2010","127"
"Kazakhstan","Kidnapping at the National Level Count","Number","2011","201"
"Kazakhstan","Kidnapping at the National Level Count","Number","2012","81"
"Kazakhstan","Kidnapping at the National Level Count","Number","2013","115"
"Kazakhstan","Kidnapping at the National Level Count","Number","2014","76"
"Kazakhstan","Kidnapping at the National Level Count","Number","2015","79"
"Kazakhstan","Kidnapping at the National Level Count","Number","2017","74"
"Japan","Kidnapping at the National Level Count","Number","2003","284"
"Japan","Kidnapping at the National Level Count","Number","2004","320"
"Japan","Kidnapping at the National Level Count","Number","2005","277"
"Japan","Kidnapping at the National Level Count","Number","2006","199"
"Japan","Kidnapping at the National Level Count","Number","2007","207"
"Japan","Kidnapping at the National Level Count","Number","2008","156"
"Japan","Kidnapping at the National Level Count","Number","2009","156"
"Japan","Kidnapping at the National Level Count","Number","2010","186"
"Japan","Kidnapping at the National Level Count","Number","2011","153"
"Japan","Kidnapping at the National Level Count","Number","2012","190"
"Japan","Kidnapping at the National Level Count","Number","2013","185"
"Japan","Kidnapping at the National Level Count","Number","2014","198"
"Japan","Kidnapping at the National Level Count","Number","2015","192"
"Japan","Kidnapping at the National Level Count","Number","2016","228"
"Mongolia","Kidnapping at the National Level Count","Number","2003","0"
"Mongolia","Kidnapping at the National Level Count","Number","2004","0"
"Mongolia","Kidnapping at the National Level Count","Number","2005","1"
"Mongolia","Kidnapping at the National Level Count","Number","2006","0"
"Mongolia","Kidnapping at the National Level Count","Number","2007","1"
"Mongolia","Kidnapping at the National Level Count","Number","2008","0"
"Mongolia","Kidnapping at the National Level Count","Number","2009","1"
"Mongolia","Kidnapping at the National Level Count","Number","2010","0"
"Mongolia","Kidnapping at the National Level Count","Number","2011","1"
"Mongolia","Kidnapping at the National Level Count","Number","2012","0"
"Mongolia","Kidnapping at the National Level Count","Number","2013","2"
"Mongolia","Kidnapping at the National Level Count","Number","2014","0"
"Mongolia","Kidnapping at the National Level Count","Number","2015","2"
"Mongolia","Kidnapping at the National Level Count","Number","2016","1"
"Mongolia","Kidnapping at the National Level Count","Number","2017","4"
"Mongolia","Kidnapping at the National Level Count","Number","2018","6"
"Pakistan","Kidnapping at the National Level Count","Number","2010","18693"
"Pakistan","Kidnapping at the National Level Count","Number","2011","20029"
"Pakistan","Kidnapping at the National Level Count","Number","2012","20610"
"Pakistan","Kidnapping at the National Level Count","Number","2013","19551"
"Pakistan","Kidnapping at the National Level Count","Number","2014","19111"
"Pakistan","Kidnapping at the National Level Count","Number","2015","18164"
"Pakistan","Kidnapping at the National Level Count","Number","2016","18057"
"Pakistan","Kidnapping at the National Level Count","Number","2017","18363"
"Pakistan","Kidnapping at the National Level Count","Number","2018","20060"
"Armenia","Kidnapping at the National Level Count","Number","2004","23"
"Armenia","Kidnapping at the National Level Count","Number","2005","22"
"Armenia","Kidnapping at the National Level Count","Number","2006","26"
"Armenia","Kidnapping at the National Level Count","Number","2007","26"
"Armenia","Kidnapping at the National Level Count","Number","2008","27"
"Armenia","Kidnapping at the National Level Count","Number","2009","34"
"Armenia","Kidnapping at the National Level Count","Number","2010","39"
"Armenia","Kidnapping at the National Level Count","Number","2011","34"
"Armenia","Kidnapping at the National Level Count","Number","2012","38"
"Armenia","Kidnapping at the National Level Count","Number","2013","49"
"Armenia","Kidnapping at the National Level Count","Number","2014","44"
"Armenia","Kidnapping at the National Level Count","Number","2015","58"
"Armenia","Kidnapping at the National Level Count","Number","2016","51"
"Armenia","Kidnapping at the National Level Count","Number","2017","35"
"Armenia","Kidnapping at the National Level Count","Number","2018","55"
"Bangladesh","Kidnapping at the National Level Count","Number","2005","1303"
"Bangladesh","Kidnapping at the National Level Count","Number","2006","1119"
"Sri Lanka","Kidnapping at the National Level Count","Number","2003","829"
"Sri Lanka","Kidnapping at the National Level Count","Number","2004","868"
"Sri Lanka","Kidnapping at the National Level Count","Number","2008","526"
"Sri Lanka","Kidnapping at the National Level Count","Number","2009","358"
"Sri Lanka","Kidnapping at the National Level Count","Number","2010","202"
"Sri Lanka","Kidnapping at the National Level Count","Number","2011","180"
"Sri Lanka","Kidnapping at the National Level Count","Number","2012","222"
"Sri Lanka","Kidnapping at the National Level Count","Number","2013","195"
"Sri Lanka","Kidnapping at the National Level Count","Number","2014","323"
"Sri Lanka","Kidnapping at the National Level Count","Number","2015","246"
"Sri Lanka","Kidnapping at the National Level Count","Number","2016","297"
"Sri Lanka","Kidnapping at the National Level Count","Number","2017","251"
"Sri Lanka","Kidnapping at the National Level Count","Number","2018","260"
"Bhutan","Kidnapping at the National Level Count","Number","2009","2"
"Bhutan","Kidnapping at the National Level Count","Number","2010","1"
"Bhutan","Kidnapping at the National Level Count","Number","2011","0"
"Bhutan","Kidnapping at the National Level Count","Number","2012","2"
"Bhutan","Kidnapping at the National Level Count","Number","2013","1"
"Bhutan","Kidnapping at the National Level Count","Number","2014","3"
"Bhutan","Kidnapping at the National Level Count","Number","2015","1"
"Bhutan","Kidnapping at the National Level Count","Number","2016","1"
"Bhutan","Kidnapping at the National Level Count","Number","2017","0"
"Bhutan","Kidnapping at the National Level Count","Number","2018","0"
"Tajikistan","Kidnapping at the National Level Count","Number","2006","199"
"Tajikistan","Kidnapping at the National Level Count","Number","2007","181"
"Tajikistan","Kidnapping at the National Level Count","Number","2008","188"
"Tajikistan","Kidnapping at the National Level Count","Number","2009","155"
"Tajikistan","Kidnapping at the National Level Count","Number","2010","146"
"Tajikistan","Kidnapping at the National Level Count","Number","2011","172"
"India","Kidnapping at the National Level Count","Number","2004","23327"
"India","Kidnapping at the National Level Count","Number","2005","22832"
"India","Kidnapping at the National Level Count","Number","2006","23991"
"India","Kidnapping at the National Level Count","Number","2007","27561"
"India","Kidnapping at the National Level Count","Number","2008","30261"
"India","Kidnapping at the National Level Count","Number","2009","33860"
"India","Kidnapping at the National Level Count","Number","2010","38440"
"India","Kidnapping at the National Level Count","Number","2011","44664"
"India","Kidnapping at the National Level Count","Number","2012","47592"
"India","Kidnapping at the National Level Count","Number","2013","65461"
"Turkmenistan","Kidnapping at the National Level Count","Number","2003","157"
"Turkmenistan","Kidnapping at the National Level Count","Number","2004","127"
"Georgia","Kidnapping at the National Level Count","Number","2003","94"
"Georgia","Kidnapping at the National Level Count","Number","2005","88"
"Georgia","Kidnapping at the National Level Count","Number","2006","34"
"Georgia","Kidnapping at the National Level Count","Number","2007","11"
"Georgia","Kidnapping at the National Level Count","Number","2008","5"
"Georgia","Kidnapping at the National Level Count","Number","2009","9"
"Georgia","Kidnapping at the National Level Count","Number","2010","4"
"Kyrgyzstan","Kidnapping at the National Level Count","Number","2003","17"
"Kyrgyzstan","Kidnapping at the National Level Count","Number","2004","24"
"Kyrgyzstan","Kidnapping at the National Level Count","Number","2005","24"
"Kyrgyzstan","Kidnapping at the National Level Count","Number","2006","13"
"Kyrgyzstan","Kidnapping at the National Level Count","Number","2007","34"
"Kyrgyzstan","Kidnapping at the National Level Count","Number","2008","25"
"Kyrgyzstan","Kidnapping at the National Level Count","Number","2009","6"
"Kyrgyzstan","Kidnapping at the National Level Count","Number","2010","84"
"Kyrgyzstan","Kidnapping at the National Level Count","Number","2011","66"
"Kyrgyzstan","Kidnapping at the National Level Count","Number","2012","60"
"Kyrgyzstan","Kidnapping at the National Level Count","Number","2013","41"
"Kyrgyzstan","Kidnapping at the National Level Count","Number","2014","51"
"Kyrgyzstan","Kidnapping at the National Level Count","Number","2015","54"
"Kyrgyzstan","Kidnapping at the National Level Count","Number","2016","53"
"Kyrgyzstan","Kidnapping at the National Level Count","Number","2017","48"
"Kyrgyzstan","Kidnapping at the National Level Count","Number","2018","20"
"Uzbekistan","Kidnapping at the National Level Count","Number","2014","39"
"Uzbekistan","Kidnapping at the National Level Count","Number","2015","37"
"Uzbekistan","Kidnapping at the National Level Count","Number","2016","24"
"Uzbekistan","Kidnapping at the National Level Count","Number","2017","23"
"Azerbaijan","Kidnapping at the National Level Count","Number","2003","28"
"Azerbaijan","Kidnapping at the National Level Count","Number","2004","23"
"Azerbaijan","Kidnapping at the National Level Count","Number","2005","29"
"Azerbaijan","Kidnapping at the National Level Count","Number","2006","21"
"Azerbaijan","Kidnapping at the National Level Count","Number","2007","19"
"Azerbaijan","Kidnapping at the National Level Count","Number","2008","20"
"Azerbaijan","Kidnapping at the National Level Count","Number","2009","9"
"Azerbaijan","Kidnapping at the National Level Count","Number","2010","3"
"Azerbaijan","Kidnapping at the National Level Count","Number","2011","0"
"Azerbaijan","Kidnapping at the National Level Count","Number","2012","1"
"Azerbaijan","Kidnapping at the National Level Count","Number","2013","9"
"Azerbaijan","Kidnapping at the National Level Count","Number","2014","4"
"Azerbaijan","Kidnapping at the National Level Count","Number","2016","6"
"Azerbaijan","Kidnapping at the National Level Count","Number","2017","7"
"Azerbaijan","Kidnapping at the National Level Count","Number","2018","3"
"Maldives","Kidnapping at the National Level Count","Number","2004","1"
"Maldives","Kidnapping at the National Level Count","Number","2007","2"
"Maldives","Kidnapping at the National Level Count","Number","2008","5"
"Maldives","Kidnapping at the National Level Count","Number","2009","14"
"Maldives","Kidnapping at the National Level Count","Number","2010","26"
"Maldives","Kidnapping at the National Level Count","Number","2011","19"
"Maldives","Kidnapping at the National Level Count","Number","2012","17"
"Maldives","Kidnapping at the National Level Count","Number","2013","8"
"Maldives","Kidnapping at the National Level Count","Number","2014","46"
"Maldives","Kidnapping at the National Level Count","Number","2015","31"
"Maldives","Kidnapping at the National Level Count","Number","2016","47"
"Maldives","Kidnapping at the National Level Count","Number","2017","34"
"Republic of Korea","Kidnapping at the National Level Count","Number","2006","127"
"Republic of Korea","Kidnapping at the National Level Count","Number","2007","155"
"Republic of Korea","Kidnapping at the National Level Count","Number","2008","259"
"Republic of Korea","Kidnapping at the National Level Count","Number","2009","298"
"Republic of Korea","Kidnapping at the National Level Count","Number","2010","222"
"Republic of Korea","Kidnapping at the National Level Count","Number","2011","256"
"Republic of Korea","Kidnapping at the National Level Count","Number","2012","195"
"Republic of Korea","Kidnapping at the National Level Count","Number","2013","57"
"Republic of Korea","Kidnapping at the National Level Count","Number","2014","77"
"Republic of Korea","Kidnapping at the National Level Count","Number","2015","79"
"Republic of Korea","Kidnapping at the National Level Count","Number","2016","77"
"Republic of Korea","Kidnapping at the National Level Count","Number","2017","57"
"Republic of Korea","Kidnapping at the National Level Count","Number","2018","45"
"Nepal","Kidnapping at the National Level Count","Number","2005","123"
"Nepal","Kidnapping at the National Level Count","Number","2006","246"
"Nepal","Kidnapping at the National Level Count","Number","2016","20"
"Antigua and Barbuda","Kidnapping at the National Level Count","Number","2015","4"
"Antigua and Barbuda","Kidnapping at the National Level Count","Number","2016","2"
"Antigua and Barbuda","Kidnapping at the National Level Count","Number","2017","14"
"Antigua and Barbuda","Kidnapping at the National Level Count","Number","2018","2"
"Barbados","Kidnapping at the National Level Count","Number","2004","12"
"Barbados","Kidnapping at the National Level Count","Number","2005","23"
"Barbados","Kidnapping at the National Level Count","Number","2006","14"
"Barbados","Kidnapping at the National Level Count","Number","2007","17"
"Barbados","Kidnapping at the National Level Count","Number","2008","12"
"Barbados","Kidnapping at the National Level Count","Number","2009","18"
"Barbados","Kidnapping at the National Level Count","Number","2010","12"
"Barbados","Kidnapping at the National Level Count","Number","2011","13"
"Barbados","Kidnapping at the National Level Count","Number","2012","9"
"Barbados","Kidnapping at the National Level Count","Number","2013","8"
"Barbados","Kidnapping at the National Level Count","Number","2014","3"
"Barbados","Kidnapping at the National Level Count","Number","2015","14"
"Barbados","Kidnapping at the National Level Count","Number","2016","11"
"Barbados","Kidnapping at the National Level Count","Number","2017","10"
"Dominica","Kidnapping at the National Level Count","Number","2014","3"
"Dominica","Kidnapping at the National Level Count","Number","2015","2"
"Dominica","Kidnapping at the National Level Count","Number","2016","4"
"Dominica","Kidnapping at the National Level Count","Number","2017","4"
"Dominica","Kidnapping at the National Level Count","Number","2018","1"
"Grenada","Kidnapping at the National Level Count","Number","2005","0"
"Grenada","Kidnapping at the National Level Count","Number","2006","0"
"Grenada","Kidnapping at the National Level Count","Number","2007","0"
"Grenada","Kidnapping at the National Level Count","Number","2008","0"
"Grenada","Kidnapping at the National Level Count","Number","2009","0"
"Grenada","Kidnapping at the National Level Count","Number","2010","0"
"Grenada","Kidnapping at the National Level Count","Number","2011","0"
"Grenada","Kidnapping at the National Level Count","Number","2012","0"
"Grenada","Kidnapping at the National Level Count","Number","2014","0"
"Grenada","Kidnapping at the National Level Count","Number","2015","0"
"Grenada","Kidnapping at the National Level Count","Number","2016","0"
"Grenada","Kidnapping at the National Level Count","Number","2017","0"
"St. Kitts and Nevis","Kidnapping at the National Level Count","Number","2009","2"
"St. Kitts and Nevis","Kidnapping at the National Level Count","Number","2010","2"
"St. Kitts and Nevis","Kidnapping at the National Level Count","Number","2011","3"
"St. Vincent and the Grenadines","Kidnapping at the National Level Count","Number","2004","3"
"St. Vincent and the Grenadines","Kidnapping at the National Level Count","Number","2005","2"
"St. Vincent and the Grenadines","Kidnapping at the National Level Count","Number","2006","3"
"St. Vincent and the Grenadines","Kidnapping at the National Level Count","Number","2007","8"
"St. Vincent and the Grenadines","Kidnapping at the National Level Count","Number","2008","2"
"St. Vincent and the Grenadines","Kidnapping at the National Level Count","Number","2009","1"
"St. Vincent and the Grenadines","Kidnapping at the National Level Count","Number","2010","2"
"St. Vincent and the Grenadines","Kidnapping at the National Level Count","Number","2011","5"
"St. Vincent and the Grenadines","Kidnapping at the National Level Count","Number","2012","4"
"St. Vincent and the Grenadines","Kidnapping at the National Level Count","Number","2016","9"
"Guatemala","Kidnapping at the National Level Count","Number","2004","51"
"Guatemala","Kidnapping at the National Level Count","Number","2005","52"
"Guatemala","Kidnapping at the National Level Count","Number","2006","57"
"Guatemala","Kidnapping at the National Level Count","Number","2007","98"
"Guatemala","Kidnapping at the National Level Count","Number","2008","213"
"Guatemala","Kidnapping at the National Level Count","Number","2009","162"
"Guatemala","Kidnapping at the National Level Count","Number","2010","133"
"Guatemala","Kidnapping at the National Level Count","Number","2011","124"
"Guatemala","Kidnapping at the National Level Count","Number","2012","83"
"Guatemala","Kidnapping at the National Level Count","Number","2013","519"
"Guatemala","Kidnapping at the National Level Count","Number","2014","450"
"Guatemala","Kidnapping at the National Level Count","Number","2015","402"
"Dominican Republic","Kidnapping at the National Level Count","Number","2005","20"
"Dominican Republic","Kidnapping at the National Level Count","Number","2006","14"
"Dominican Republic","Kidnapping at the National Level Count","Number","2012","19"
"Dominican Republic","Kidnapping at the National Level Count","Number","2013","30"
"Dominican Republic","Kidnapping at the National Level Count","Number","2014","32"
"Dominican Republic","Kidnapping at the National Level Count","Number","2015","23"
"Dominican Republic","Kidnapping at the National Level Count","Number","2016","21"
"Jamaica","Kidnapping at the National Level Count","Number","2005","31"
"Jamaica","Kidnapping at the National Level Count","Number","2006","38"
"Jamaica","Kidnapping at the National Level Count","Number","2007","38"
"Jamaica","Kidnapping at the National Level Count","Number","2008","43"
"Jamaica","Kidnapping at the National Level Count","Number","2012","11"
"Jamaica","Kidnapping at the National Level Count","Number","2013","21"
"Jamaica","Kidnapping at the National Level Count","Number","2014","27"
"Jamaica","Kidnapping at the National Level Count","Number","2015","14"
"Jamaica","Kidnapping at the National Level Count","Number","2016","11"
"Jamaica","Kidnapping at the National Level Count","Number","2017","12"
"Jamaica","Kidnapping at the National Level Count","Number","2018","11"
"Costa Rica","Kidnapping at the National Level Count","Number","2003","5"
"Costa Rica","Kidnapping at the National Level Count","Number","2004","8"
"Costa Rica","Kidnapping at the National Level Count","Number","2005","11"
"Costa Rica","Kidnapping at the National Level Count","Number","2006","6"
"Costa Rica","Kidnapping at the National Level Count","Number","2007","8"
"Costa Rica","Kidnapping at the National Level Count","Number","2008","8"
"Costa Rica","Kidnapping at the National Level Count","Number","2009","5"
"Costa Rica","Kidnapping at the National Level Count","Number","2010","11"
"Costa Rica","Kidnapping at the National Level Count","Number","2011","12"
"Costa Rica","Kidnapping at the National Level Count","Number","2012","5"
"Costa Rica","Kidnapping at the National Level Count","Number","2013","4"
"Costa Rica","Kidnapping at the National Level Count","Number","2014","4"
"Costa Rica","Kidnapping at the National Level Count","Number","2015","11"
"Costa Rica","Kidnapping at the National Level Count","Number","2016","17"
"Costa Rica","Kidnapping at the National Level Count","Number","2017","10"
"Panama","Kidnapping at the National Level Count","Number","2004","11"
"Panama","Kidnapping at the National Level Count","Number","2005","17"
"Panama","Kidnapping at the National Level Count","Number","2006","13"
"Panama","Kidnapping at the National Level Count","Number","2007","29"
"Panama","Kidnapping at the National Level Count","Number","2008","21"
"Panama","Kidnapping at the National Level Count","Number","2009","28"
"Panama","Kidnapping at the National Level Count","Number","2010","38"
"Panama","Kidnapping at the National Level Count","Number","2011","25"
"Panama","Kidnapping at the National Level Count","Number","2012","17"
"Panama","Kidnapping at the National Level Count","Number","2013","26"
"Panama","Kidnapping at the National Level Count","Number","2014","22"
"Panama","Kidnapping at the National Level Count","Number","2015","14"
"Panama","Kidnapping at the National Level Count","Number","2016","23"
"Panama","Kidnapping at the National Level Count","Number","2017","23"
"Panama","Kidnapping at the National Level Count","Number","2018","18"
"Honduras","Kidnapping at the National Level Count","Number","2011","37"
"Honduras","Kidnapping at the National Level Count","Number","2012","79"
"Honduras","Kidnapping at the National Level Count","Number","2013","51"
"Honduras","Kidnapping at the National Level Count","Number","2014","86"
"Honduras","Kidnapping at the National Level Count","Number","2015","42"
"Honduras","Kidnapping at the National Level Count","Number","2016","22"
"Honduras","Kidnapping at the National Level Count","Number","2017","20"
"Honduras","Kidnapping at the National Level Count","Number","2018","39"
"Nicaragua","Kidnapping at the National Level Count","Number","2005","11"
"Nicaragua","Kidnapping at the National Level Count","Number","2006","6"
"Nicaragua","Kidnapping at the National Level Count","Number","2010","7"
"Belize","Kidnapping at the National Level Count","Number","2005","9"
"Belize","Kidnapping at the National Level Count","Number","2006","8"
"Belize","Kidnapping at the National Level Count","Number","2009","2"
"Belize","Kidnapping at the National Level Count","Number","2011","3"
"Belize","Kidnapping at the National Level Count","Number","2012","4"
"Belize","Kidnapping at the National Level Count","Number","2014","4"
"Belize","Kidnapping at the National Level Count","Number","2015","24"
"Belize","Kidnapping at the National Level Count","Number","2017","5"
"El Salvador","Kidnapping at the National Level Count","Number","2005","4"
"El Salvador","Kidnapping at the National Level Count","Number","2006","8"
"El Salvador","Kidnapping at the National Level Count","Number","2007","21"
"El Salvador","Kidnapping at the National Level Count","Number","2008","10"
"El Salvador","Kidnapping at the National Level Count","Number","2009","22"
"El Salvador","Kidnapping at the National Level Count","Number","2010","29"
"El Salvador","Kidnapping at the National Level Count","Number","2011","15"
